ward
[UNK]
nan
Phường Mộ Lao
Phường Mễ Trì
Phường Minh Khai
Phường Mai Động
Phường Mai Dịch
Phường Lĩnh Nam
Phường Lý Thái Tổ
Phường Lê Đại Hành
Phường Láng Thượng
Phường Láng Hạ
Phường Long Biên
Phường Liễu Giai
Phường Liên Mạc
Phường La Khê
Phường Kiến Hưng
Phường Kim Mã
Phường Kim Liên
Phường Kim Giang
Phường Khương Đình
Phường Khương Trung
Phường Khương Thượng
Phường Khương Mai
Phường Khâm Thiên
Phường Hạ Đình
Phường Hàng Đào
Phường Hàng Trống
Phường Hàng Mã
Phường Hàng Gai
Phường Hàng Bột
Phường Hàng Bồ
Phường Hàng Bạc
Phường Hàng Bông
Phường Hàng Bài
Phường Hàng Buồm
Phường Hà Cầu
Phường Hoàng Văn Thụ
Phường Hoàng Liệt
Phường Giảng Võ
Phường Giáp Bát
Phường Giang Biên
Phường Gia Thụy
Phường Dịch Vọng Hậu
Phường Dịch Vọng
Phường Dương Nội
Phường Cự Khối
Phường Cửa Đông
Phường Cửa Nam
Phường Cổ Nhuế 2
Phường Cổ Nhuế 1
Phường Cống Vị
Phường Cầu Dền
Phường Cầu Diễn
Phường Cát Linh
Phường Chương Dương
Phường Bồ Đề
Phường Bạch Đằng
Phường Bạch Mai
Phường Bưởi
Phường Bùi Thị Xuân
Phường Bách Khoa
Phường Biên Giang
